data_source,crime_id,atm_id,hour_of_day,day_of_week,amount,distance_from_crime,atm_historical_risk,txns_last_1h,txns_last_6h,nearby_crime_density,withdrawal_frequency,is_withdrawal_location
SYNTHETIC,SYN_CRM_0112,SYN_ATM_0447,0,0,4600.0,1.59,0.33,1,5,1.5,10.7,0
SYNTHETIC,SYN_CRM_0112,SYN_ATM_0448,0,0,4600.0,4.77,0.14,2,3,2.2,12.7,0
SYNTHETIC,SYN_CRM_0113,SYN_ATM_0449,3,5,57200.0,6.49,0.27,1,6,1.9,17.2,0
SYNTHETIC,SYN_CRM_0113,SYN_ATM_0450,3,5,57200.0,3.91,0.35,2,9,3.8,12.7,0
SYNTHETIC,SYN_CRM_0113,SYN_ATM_0451,3,5,57200.0,6.1,0.68,5,18,3.4,26.0,0
SYNTHETIC,SYN_CRM_0113,SYN_ATM_0452,3,5,57200.0,0.83,0.7,11,38,5.6,43.2,1
SYNTHETIC,SYN_CRM_0114,SYN_ATM_0453,21,4,116100.0,8.47,0.09,1,6,2.7,11.7,0
SYNTHETIC,SYN_CRM_0114,SYN_ATM_0454,21,4,116100.0,6.56,0.41,4,16,6.9,23.4,0
SYNTHETIC,SYN_CRM_0114,SYN_ATM_0455,21,4,116100.0,2.02,0.66,10,32,4.1,38.8,1
SYNTHETIC,SYN_CRM_0114,SYN_ATM_0456,21,4,116100.0,4.38,0.59,7,21,6.5,24.6,0
SYNTHETIC,SYN_CRM_0115,SYN_ATM_0457,21,3,483500.0,4.04,0.2,1,3,0.5,9.7,0
SYNTHETIC,SYN_CRM_0115,SYN_ATM_0458,21,3,483500.0,8.17,0.63,10,24,4.6,35.0,0
SYNTHETIC,SYN_CRM_0115,SYN_ATM_0459,21,3,483500.0,0.76,0.65,8,25,5.8,33.9,1
SYNTHETIC,SYN_CRM_0115,SYN_ATM_0460,21,3,483500.0,1.88,0.51,0,12,1.7,14.4,0
SYNTHETIC,SYN_CRM_0116,SYN_ATM_0461,18,0,39900.0,1.33,0.82,12,40,10.3,54.8,1
SYNTHETIC,SYN_CRM_0116,SYN_ATM_0462,18,0,39900.0,6.64,0.52,6,22,5.7,35.8,0
SYNTHETIC,SYN_CRM_0116,SYN_ATM_0463,18,0,39900.0,9.48,0.19,0,3,2.1,10.0,0
SYNTHETIC,SYN_CRM_0116,SYN_ATM_0464,18,0,39900.0,1.39,0.16,0,6,5.0,6.7,0
SYNTHETIC,SYN_CRM_0117,SYN_ATM_0465,8,1,9000.0,5.89,0.51,2,11,4.9,24.4,0
SYNTHETIC,SYN_CRM_0117,SYN_ATM_0466,8,1,9000.0,0.63,0.16,2,6,2.3,10.5,0
SYNTHETIC,SYN_CRM_0117,SYN_ATM_0467,8,1,9000.0,1.66,0.68,2,20,6.8,39.5,1
SYNTHETIC,SYN_CRM_0117,SYN_ATM_0468,8,1,9000.0,10.14,0.63,6,19,5.2,24.7,0
SYNTHETIC,SYN_CRM_0118,SYN_ATM_0469,19,6,15500.0,7.4,0.54,4,22,3.6,39.3,0
SYNTHETIC,SYN_CRM_0118,SYN_ATM_0470,19,6,15500.0,11.12,0.53,5,23,3.2,28.9,0
SYNTHETIC,SYN_CRM_0118,SYN_ATM_0471,19,6,15500.0,6.27,0.76,4,12,3.9,29.4,0
SYNTHETIC,SYN_CRM_0118,SYN_ATM_0472,19,6,15500.0,7.13,0.15,1,2,3.1,5.1,0
SYNTHETIC,SYN_CRM_0119,SYN_ATM_0473,12,5,185300.0,3.78,0.37,2,10,2.8,22.6,0
SYNTHETIC,SYN_CRM_0119,SYN_ATM_0474,12,5,185300.0,15.38,0.2,1,1,0.3,9.6,0
SYNTHETIC,SYN_CRM_0119,SYN_ATM_0475,12,5,185300.0,0.23,0.53,7,29,3.6,39.3,1
SYNTHETIC,SYN_CRM_0119,SYN_ATM_0476,12,5,185300.0,4.9,0.2,4,16,2.7,28.6,0
SYNTHETIC,SYN_CRM_0120,SYN_ATM_0477,16,6,47900.0,9.84,0.59,4,17,8.6,22.1,0
SYNTHETIC,SYN_CRM_0120,SYN_ATM_0478,16,6,47900.0,4.57,0.09,2,6,1.1,13.5,0
SYNTHETIC,SYN_CRM_0120,SYN_ATM_0479,16,6,47900.0,6.96,0.42,4,14,3.2,22.0,0
SYNTHETIC,SYN_CRM_0120,SYN_ATM_0480,16,6,47900.0,2.14,0.76,16,31,4.8,36.0,1
SYNTHETIC,SYN_CRM_0121,SYN_ATM_0481,17,0,142600.0,0.7,0.16,2,6,1.4,8.4,0
SYNTHETIC,SYN_CRM_0121,SYN_ATM_0482,17,0,142600.0,4.14,0.39,3,10,4.3,21.4,0
SYNTHETIC,SYN_CRM_0121,SYN_ATM_0483,17,0,142600.0,1.16,0.71,7,30,8.5,40.7,1
SYNTHETIC,SYN_CRM_0121,SYN_ATM_0484,17,0,142600.0,13.32,0.3,2,3,2.6,7.4,0
SYNTHETIC,SYN_CRM_0122,SYN_ATM_0485,11,0,48700.0,0.89,0.24,2,7,3.5,14.2,0
SYNTHETIC,SYN_CRM_0122,SYN_ATM_0486,11,0,48700.0,1.73,0.77,13,31,7.8,44.7,1
SYNTHETIC,SYN_CRM_0122,SYN_ATM_0487,11,0,48700.0,2.5,0.18,0,12,2.8,21.1,0
SYNTHETIC,SYN_CRM_0122,SYN_ATM_0488,11,0,48700.0,7.43,0.48,4,21,4.3,32.7,0
SYNTHETIC,SYN_CRM_0123,SYN_ATM_0489,19,4,111700.0,4.03,0.34,3,17,2.6,29.9,0
SYNTHETIC,SYN_CRM_0123,SYN_ATM_0490,19,4,111700.0,1.5,0.26,2,10,1.2,15.0,0
SYNTHETIC,SYN_CRM_0123,SYN_ATM_0491,19,4,111700.0,1.72,0.6,8,22,6.8,38.9,1
SYNTHETIC,SYN_CRM_0123,SYN_ATM_0492,19,4,111700.0,3.69,0.37,0,6,1.1,14.8,0
SYNTHETIC,SYN_CRM_0124,SYN_ATM_0493,18,3,68100.0,9.84,0.3,3,16,5.3,30.5,0
SYNTHETIC,SYN_CRM_0124,SYN_ATM_0494,18,3,68100.0,5.02,0.51,2,11,3.9,12.6,0
SYNTHETIC,SYN_CRM_0124,SYN_ATM_0495,18,3,68100.0,2.37,0.2,1,6,1.4,9.6,0
SYNTHETIC,SYN_CRM_0124,SYN_ATM_0496,18,3,68100.0,2.32,0.84,7,26,8.2,42.9,1
SYNTHETIC,SYN_CRM_0125,SYN_ATM_0497,16,4,60800.0,0.93,0.18,0,6,1.3,12.3,0
SYNTHETIC,SYN_CRM_0125,SYN_ATM_0498,16,4,60800.0,7.76,0.76,7,25,6.6,39.7,0
SYNTHETIC,SYN_CRM_0125,SYN_ATM_0499,16,4,60800.0,5.94,0.45,0,5,3.6,7.2,0
SYNTHETIC,SYN_CRM_0125,SYN_ATM_0500,16,4,60800.0,0.4,0.57,12,22,8.7,37.3,1
SYNTHETIC,SYN_CRM_0126,SYN_ATM_0501,16,0,6000.0,0.84,0.4,12,30,4.3,35.4,1
SYNTHETIC,SYN_CRM_0126,SYN_ATM_0502,16,0,6000.0,8.26,0.43,6,16,4.3,29.1,0
SYNTHETIC,SYN_CRM_0126,SYN_ATM_0503,16,0,6000.0,9.49,0.81,5,15,1.7,23.4,0
SYNTHETIC,SYN_CRM_0126,SYN_ATM_0504,16,0,6000.0,0.61,0.24,1,7,2.4,12.5,0
SYNTHETIC,SYN_CRM_0127,SYN_ATM_0505,13,1,64200.0,0.1,0.65,8,23,4.2,32.4,1
SYNTHETIC,SYN_CRM_0127,SYN_ATM_0506,13,1,64200.0,6.76,0.25,4,14,3.4,21.8,0
SYNTHETIC,SYN_CRM_0127,SYN_ATM_0507,13,1,64200.0,0.67,0.2,2,5,3.5,11.5,0
SYNTHETIC,SYN_CRM_0127,SYN_ATM_0508,13,1,64200.0,13.47,0.12,0,5,1.9,8.7,0
SYNTHETIC,SYN_CRM_0128,SYN_ATM_0509,19,5,55200.0,1.07,0.86,7,25,7.2,38.9,1
SYNTHETIC,SYN_CRM_0128,SYN_ATM_0510,19,5,55200.0,4.0,0.37,5,25,3.6,34.0,0
SYNTHETIC,SYN_CRM_0128,SYN_ATM_0511,19,5,55200.0,0.84,0.3,2,6,2.9,7.9,0
SYNTHETIC,SYN_CRM_0128,SYN_ATM_0512,19,5,55200.0,2.42,0.25,1,3,2.2,5.3,0
SYNTHETIC,SYN_CRM_0129,SYN_ATM_0513,10,1,35000.0,4.94,0.4,2,18,4.4,31.5,0
SYNTHETIC,SYN_CRM_0129,SYN_ATM_0514,10,1,35000.0,1.16,0.8,7,43,5.1,68.1,1
SYNTHETIC,SYN_CRM_0129,SYN_ATM_0515,10,1,35000.0,1.32,0.26,0,1,2.6,2.5,0
SYNTHETIC,SYN_CRM_0129,SYN_ATM_0516,10,1,35000.0,10.49,0.3,8,25,6.0,40.9,0
SYNTHETIC,SYN_CRM_0130,SYN_ATM_0517,19,3,409500.0,1.58,0.73,8,26,5.2,43.2,1
SYNTHETIC,SYN_CRM_0130,SYN_ATM_0518,19,3,409500.0,7.89,0.07,0,8,1.8,10.5,0
SYNTHETIC,SYN_CRM_0130,SYN_ATM_0519,19,3,409500.0,0.31,0.33,1,6,2.4,8.2,0
SYNTHETIC,SYN_CRM_0130,SYN_ATM_0520,19,3,409500.0,12.58,0.21,0,6,2.3,7.9,0
SYNTHETIC,SYN_CRM_0131,SYN_ATM_0521,22,1,20600.0,5.56,0.25,0,8,2.7,16.6,0
SYNTHETIC,SYN_CRM_0131,SYN_ATM_0522,22,1,20600.0,1.96,0.55,15,42,8.7,57.4,1
SYNTHETIC,SYN_CRM_0131,SYN_ATM_0523,22,1,20600.0,0.71,0.23,2,7,1.6,7.6,0
SYNTHETIC,SYN_CRM_0131,SYN_ATM_0524,22,1,20600.0,8.47,0.41,2,11,0.2,17.7,0
SYNTHETIC,SYN_CRM_0132,SYN_ATM_0525,8,6,39500.0,3.6,0.44,2,15,2.6,20.7,0
SYNTHETIC,SYN_CRM_0132,SYN_ATM_0526,8,6,39500.0,2.66,0.04,1,5,1.6,7.2,0
SYNTHETIC,SYN_CRM_0132,SYN_ATM_0527,8,6,39500.0,7.49,0.69,4,11,3.4,19.4,0
SYNTHETIC,SYN_CRM_0132,SYN_ATM_0528,8,6,39500.0,1.57,0.41,8,32,4.0,36.6,1
SYNTHETIC,SYN_CRM_0133,SYN_ATM_0529,18,5,64600.0,10.43,0.24,0,8,2.4,15.8,0
SYNTHETIC,SYN_CRM_0133,SYN_ATM_0530,18,5,64600.0,1.22,0.81,12,42,7.6,67.3,1
SYNTHETIC,SYN_CRM_0133,SYN_ATM_0531,18,5,64600.0,8.03,0.69,5,22,3.6,35.0,0
SYNTHETIC,SYN_CRM_0133,SYN_ATM_0532,18,5,64600.0,4.19,0.31,5,14,4.3,18.9,0
SYNTHETIC,SYN_CRM_0134,SYN_ATM_0533,14,5,55400.0,6.62,0.49,8,26,3.1,34.5,0
SYNTHETIC,SYN_CRM_0134,SYN_ATM_0534,14,5,55400.0,6.25,0.22,2,2,1.6,5.8,0
SYNTHETIC,SYN_CRM_0134,SYN_ATM_0535,14,5,55400.0,13.64,0.6,5,26,5.9,33.4,0
SYNTHETIC,SYN_CRM_0134,SYN_ATM_0536,14,5,55400.0,1.14,0.72,7,34,7.1,51.5,1
SYNTHETIC,SYN_CRM_0135,SYN_ATM_0537,13,1,157500.0,7.41,0.26,0,7,1.8,10.2,0
SYNTHETIC,SYN_CRM_0135,SYN_ATM_0538,13,1,157500.0,0.11,0.71,4,33,3.0,41.4,1
SYNTHETIC,SYN_CRM_0135,SYN_ATM_0539,13,1,157500.0,6.61,0.1,3,8,1.4,9.0,0
SYNTHETIC,SYN_CRM_0135,SYN_ATM_0540,13,1,157500.0,8.46,0.61,5,29,4.9,42.9,0
SYNTHETIC,SYN_CRM_0136,SYN_ATM_0541,9,1,5900.0,1.91,0.42,5,16,2.0,27.2,0
SYNTHETIC,SYN_CRM_0136,SYN_ATM_0542,9,1,5900.0,9.17,0.15,2,2,1.7,10.4,0
SYNTHETIC,SYN_CRM_0136,SYN_ATM_0543,9,1,5900.0,9.78,0.14,0,5,1.7,9.9,0
SYNTHETIC,SYN_CRM_0136,SYN_ATM_0544,9,1,5900.0,0.92,0.74,13,34,4.3,54.4,1
SYNTHETIC,SYN_CRM_0137,SYN_ATM_0545,11,2,15100.0,1.08,0.92,16,41,8.2,47.7,1
SYNTHETIC,SYN_CRM_0137,SYN_ATM_0546,11,2,15100.0,0.98,0.18,1,6,3.1,12.4,0
SYNTHETIC,SYN_CRM_0137,SYN_ATM_0547,11,2,15100.0,14.9,0.27,2,6,0.4,8.0,0
SYNTHETIC,SYN_CRM_0137,SYN_ATM_0548,11,2,15100.0,10.5,0.04,3,8,0.2,9.1,0
SYNTHETIC,SYN_CRM_0138,SYN_ATM_0549,17,5,26400.0,5.11,0.17,1,12,3.5,18.0,0
SYNTHETIC,SYN_CRM_0138,SYN_ATM_0550,17,5,26400.0,14.08,0.32,0,6,1.0,13.1,0
SYNTHETIC,SYN_CRM_0138,SYN_ATM_0551,17,5,26400.0,1.27,0.8,14,34,4.8,59.9,1
SYNTHETIC,SYN_CRM_0138,SYN_ATM_0552,17,5,26400.0,2.89,0.25,1,6,2.8,9.3,0
SYNTHETIC,SYN_CRM_0139,SYN_ATM_0553,0,5,64000.0,0.67,0.29,1,8,2.3,9.9,0
SYNTHETIC,SYN_CRM_0139,SYN_ATM_0554,0,5,64000.0,1.1,0.21,1,7,1.9,9.9,0
SYNTHETIC,SYN_CRM_0139,SYN_ATM_0555,0,5,64000.0,8.98,0.19,1,7,2.1,9.3,0
SYNTHETIC,SYN_CRM_0139,SYN_ATM_0556,0,5,64000.0,9.8,0.15,0,5,0.9,11.1,0
SYNTHETIC,SYN_CRM_0140,SYN_ATM_0557,2,1,88500.0,3.0,0.23,2,11,3.0,20.4,0
SYNTHETIC,SYN_CRM_0140,SYN_ATM_0558,2,1,88500.0,9.19,0.43,6,18,6.0,21.6,0
SYNTHETIC,SYN_CRM_0140,SYN_ATM_0559,2,1,88500.0,6.94,0.47,1,5,2.0,7.3,0
SYNTHETIC,SYN_CRM_0140,SYN_ATM_0560,2,1,88500.0,4.96,0.58,7,30,6.4,39.2,0
SYNTHETIC,SYN_CRM_0141,SYN_ATM_0561,6,5,160900.0,4.97,0.44,4,20,2.2,27.0,0
SYNTHETIC,SYN_CRM_0141,SYN_ATM_0562,6,5,160900.0,15.53,0.41,4,24,8.7,38.5,0
SYNTHETIC,SYN_CRM_0141,SYN_ATM_0563,6,5,160900.0,7.48,0.39,5,22,3.2,28.8,0
SYNTHETIC,SYN_CRM_0141,SYN_ATM_0564,6,5,160900.0,0.1,0.87,5,34,6.3,61.6,1
SYNTHETIC,SYN_CRM_0142,SYN_ATM_0565,16,4,18000.0,7.32,0.39,1,9,3.2,14.9,0
SYNTHETIC,SYN_CRM_0142,SYN_ATM_0566,16,4,18000.0,0.69,0.66,8,31,6.4,41.4,1
SYNTHETIC,SYN_CRM_0142,SYN_ATM_0567,16,4,18000.0,4.5,0.46,5,12,2.6,14.5,0
SYNTHETIC,SYN_CRM_0142,SYN_ATM_0568,16,4,18000.0,7.26,0.42,9,20,4.4,35.3,0
SYNTHETIC,SYN_CRM_0143,SYN_ATM_0569,6,5,63800.0,1.4,0.41,16,23,4.6,29.9,1
SYNTHETIC,SYN_CRM_0143,SYN_ATM_0570,6,5,63800.0,5.89,0.37,5,12,0.8,21.4,0
SYNTHETIC,SYN_CRM_0143,SYN_ATM_0571,6,5,63800.0,6.73,0.21,1,5,0.9,11.9,0
SYNTHETIC,SYN_CRM_0143,SYN_ATM_0572,6,5,63800.0,3.68,0.57,2,11,2.7,17.9,0
SYNTHETIC,SYN_CRM_0144,SYN_ATM_0573,19,1,3500.0,0.58,0.69,12,30,5.0,45.5,1
SYNTHETIC,SYN_CRM_0144,SYN_ATM_0574,19,1,3500.0,4.37,0.11,0,1,2.3,6.5,0
SYNTHETIC,SYN_CRM_0144,SYN_ATM_0575,19,1,3500.0,9.15,0.34,0,7,1.1,11.0,0
SYNTHETIC,SYN_CRM_0144,SYN_ATM_0576,19,1,3500.0,11.65,0.13,1,4,2.7,7.8,0
SYNTHETIC,SYN_CRM_0145,SYN_ATM_0577,20,6,28700.0,5.72,0.35,1,13,1.9,22.3,0
SYNTHETIC,SYN_CRM_0145,SYN_ATM_0578,20,6,28700.0,1.67,0.9,15,38,3.9,44.7,1
SYNTHETIC,SYN_CRM_0145,SYN_ATM_0579,20,6,28700.0,9.69,0.59,5,17,3.2,27.2,0
SYNTHETIC,SYN_CRM_0145,SYN_ATM_0580,20,6,28700.0,1.31,0.29,2,6,3.8,11.5,0
SYNTHETIC,SYN_CRM_0146,SYN_ATM_0581,2,1,5600.0,9.27,0.21,2,10,1.1,18.7,0
SYNTHETIC,SYN_CRM_0146,SYN_ATM_0582,2,1,5600.0,5.73,0.33,1,9,0.6,18.8,0
SYNTHETIC,SYN_CRM_0146,SYN_ATM_0583,2,1,5600.0,1.59,0.79,6,31,8.5,46.0,1
SYNTHETIC,SYN_CRM_0146,SYN_ATM_0584,2,1,5600.0,6.13,0.46,2,11,3.2,17.4,0
SYNTHETIC,SYN_CRM_0147,SYN_ATM_0585,8,2,122600.0,2.33,0.19,1,15,4.8,20.0,0
SYNTHETIC,SYN_CRM_0147,SYN_ATM_0586,8,2,122600.0,10.25,0.35,2,9,0.8,18.6,0
SYNTHETIC,SYN_CRM_0147,SYN_ATM_0587,8,2,122600.0,0.35,0.59,12,45,7.0,70.8,1
SYNTHETIC,SYN_CRM_0147,SYN_ATM_0588,8,2,122600.0,13.44,0.49,8,29,3.9,44.0,0
SYNTHETIC,SYN_CRM_0148,SYN_ATM_0589,20,2,187800.0,11.6,0.45,3,20,3.1,31.0,0
SYNTHETIC,SYN_CRM_0148,SYN_ATM_0590,20,2,187800.0,1.65,0.27,1,5,4.4,7.9,0
SYNTHETIC,SYN_CRM_0148,SYN_ATM_0591,20,2,187800.0,5.74,0.35,0,6,3.0,9.4,0
SYNTHETIC,SYN_CRM_0148,SYN_ATM_0592,20,2,187800.0,5.53,0.24,3,8,1.8,14.3,0
SYNTHETIC,SYN_CRM_0149,SYN_ATM_0593,17,4,61200.0,11.54,0.12,1,3,1.3,5.1,0
SYNTHETIC,SYN_CRM_0149,SYN_ATM_0594,17,4,61200.0,11.86,0.04,4,6,2.9,8.6,0
SYNTHETIC,SYN_CRM_0149,SYN_ATM_0595,17,4,61200.0,1.56,0.26,3,4,3.7,9.7,0
SYNTHETIC,SYN_CRM_0149,SYN_ATM_0596,17,4,61200.0,1.46,0.92,4,31,3.5,49.6,1
SYNTHETIC,SYN_CRM_0150,SYN_ATM_0597,20,5,56700.0,0.34,0.7,9,39,7.1,52.5,1
SYNTHETIC,SYN_CRM_0150,SYN_ATM_0598,20,5,56700.0,1.37,0.1,1,4,2.0,6.7,0
SYNTHETIC,SYN_CRM_0150,SYN_ATM_0599,20,5,56700.0,6.42,0.83,6,21,2.6,31.8,0
SYNTHETIC,SYN_CRM_0150,SYN_ATM_0600,20,5,56700.0,8.8,0.28,1,5,0.7,12.9,0
SYNTHETIC,SYN_CRM_0151,SYN_ATM_0601,22,5,43600.0,1.5,0.89,7,24,6.5,44.6,1
SYNTHETIC,SYN_CRM_0151,SYN_ATM_0602,22,5,43600.0,4.82,0.43,3,14,1.3,21.1,0
SYNTHETIC,SYN_CRM_0151,SYN_ATM_0603,22,5,43600.0,5.57,0.56,3,24,4.7,32.7,0
SYNTHETIC,SYN_CRM_0151,SYN_ATM_0604,22,5,43600.0,4.05,0.5,2,10,2.3,22.4,0
SYNTHETIC,SYN_CRM_0152,SYN_ATM_0605,8,5,7500.0,12.39,0.43,1,6,1.7,11.2,0
SYNTHETIC,SYN_CRM_0152,SYN_ATM_0606,8,5,7500.0,7.61,0.65,4,20,2.2,32.9,0
SYNTHETIC,SYN_CRM_0152,SYN_ATM_0607,8,5,7500.0,4.83,0.65,6,21,7.5,36.3,0
SYNTHETIC,SYN_CRM_0152,SYN_ATM_0608,8,5,7500.0,2.07,0.74,13,37,8.1,44.5,1
SYNTHETIC,SYN_CRM_0153,SYN_ATM_0609,1,4,115800.0,7.76,0.25,0,4,1.0,12.0,0
SYNTHETIC,SYN_CRM_0153,SYN_ATM_0610,1,4,115800.0,5.48,0.08,2,6,1.9,9.3,0
SYNTHETIC,SYN_CRM_0153,SYN_ATM_0611,1,4,115800.0,7.32,0.62,7,22,2.4,35.4,0
SYNTHETIC,SYN_CRM_0153,SYN_ATM_0612,1,4,115800.0,11.16,0.09,1,2,1.4,3.5,0
SYNTHETIC,SYN_CRM_0154,SYN_ATM_0613,18,5,25300.0,9.12,0.49,4,26,2.2,36.4,0
SYNTHETIC,SYN_CRM_0154,SYN_ATM_0614,18,5,25300.0,0.91,0.04,1,3,2.5,5.7,0
SYNTHETIC,SYN_CRM_0154,SYN_ATM_0615,18,5,25300.0,1.22,0.79,11,33,3.1,51.8,1
SYNTHETIC,SYN_CRM_0154,SYN_ATM_0616,18,5,25300.0,6.3,0.7,6,19,4.6,31.6,0
SYNTHETIC,SYN_CRM_0155,SYN_ATM_0617,18,2,116900.0,5.52,0.44,4,20,1.9,23.9,0
SYNTHETIC,SYN_CRM_0155,SYN_ATM_0618,18,2,116900.0,3.8,0.49,2,12,2.5,15.2,0
SYNTHETIC,SYN_CRM_0155,SYN_ATM_0619,18,2,116900.0,1.54,0.85,4,14,9.8,40.3,1
SYNTHETIC,SYN_CRM_0155,SYN_ATM_0620,18,2,116900.0,10.87,0.08,1,3,1.4,3.7,0
SYNTHETIC,SYN_CRM_0156,SYN_ATM_0621,16,2,186600.0,18.5,0.28,0,2,0.4,8.2,0
SYNTHETIC,SYN_CRM_0156,SYN_ATM_0622,16,2,186600.0,0.8,0.87,9,25,4.2,29.8,1
SYNTHETIC,SYN_CRM_0156,SYN_ATM_0623,16,2,186600.0,6.16,0.58,7,24,1.5,28.7,0
SYNTHETIC,SYN_CRM_0156,SYN_ATM_0624,16,2,186600.0,5.74,0.42,3,13,0.8,20.5,0
SYNTHETIC,SYN_CRM_0157,SYN_ATM_0625,15,1,49000.0,6.0,0.79,10,12,7.9,18.1,0
SYNTHETIC,SYN_CRM_0157,SYN_ATM_0626,15,1,49000.0,8.48,0.05,2,9,2.8,9.9,0
SYNTHETIC,SYN_CRM_0157,SYN_ATM_0627,15,1,49000.0,5.44,0.29,2,12,3.5,13.8,0
SYNTHETIC,SYN_CRM_0157,SYN_ATM_0628,15,1,49000.0,2.03,0.32,3,15,2.5,23.2,0
SYNTHETIC,SYN_CRM_0158,SYN_ATM_0629,19,5,4700.0,1.97,0.67,12,29,8.9,55.6,1
SYNTHETIC,SYN_CRM_0158,SYN_ATM_0630,19,5,4700.0,4.14,0.3,2,18,2.8,26.3,0
SYNTHETIC,SYN_CRM_0158,SYN_ATM_0631,19,5,4700.0,16.3,0.26,2,10,2.4,17.2,0
SYNTHETIC,SYN_CRM_0158,SYN_ATM_0632,19,5,4700.0,5.27,0.24,2,13,1.8,18.7,0
SYNTHETIC,SYN_CRM_0159,SYN_ATM_0633,9,6,144000.0,3.72,0.38,0,6,4.1,16.1,0
SYNTHETIC,SYN_CRM_0159,SYN_ATM_0634,9,6,144000.0,1.57,0.14,1,9,2.7,14.1,0
SYNTHETIC,SYN_CRM_0159,SYN_ATM_0635,9,6,144000.0,2.69,0.49,1,13,2.0,14.9,0
SYNTHETIC,SYN_CRM_0159,SYN_ATM_0636,9,6,144000.0,6.15,0.49,8,32,5.6,44.1,0
SYNTHETIC,SYN_CRM_0160,SYN_ATM_0637,7,0,62900.0,1.33,0.55,12,28,5.0,55.4,1
SYNTHETIC,SYN_CRM_0160,SYN_ATM_0638,7,0,62900.0,5.83,0.44,2,13,6.7,22.5,0
SYNTHETIC,SYN_CRM_0160,SYN_ATM_0639,7,0,62900.0,3.44,0.35,2,16,2.8,23.6,0
SYNTHETIC,SYN_CRM_0160,SYN_ATM_0640,7,0,62900.0,0.96,0.09,1,3,2.8,10.7,0
SYNTHETIC,SYN_CRM_0161,SYN_ATM_0641,5,0,151600.0,7.42,0.53,1,23,5.6,26.0,0
SYNTHETIC,SYN_CRM_0161,SYN_ATM_0642,5,0,151600.0,6.9,0.3,0,8,2.5,10.4,0
SYNTHETIC,SYN_CRM_0161,SYN_ATM_0643,5,0,151600.0,0.85,0.61,6,22,2.6,36.4,1
SYNTHETIC,SYN_CRM_0161,SYN_ATM_0644,5,0,151600.0,7.89,0.34,7,17,3.5,23.6,0
SYNTHETIC,SYN_CRM_0162,SYN_ATM_0645,7,2,18200.0,3.0,0.11,2,10,2.2,16.1,0
SYNTHETIC,SYN_CRM_0162,SYN_ATM_0646,7,2,18200.0,1.57,0.18,0,4,1.4,5.8,0
SYNTHETIC,SYN_CRM_0162,SYN_ATM_0647,7,2,18200.0,3.71,0.15,2,6,1.0,7.7,0
SYNTHETIC,SYN_CRM_0162,SYN_ATM_0648,7,2,18200.0,15.81,0.18,3,5,1.2,14.8,0
SYNTHETIC,SYN_CRM_0163,SYN_ATM_0649,7,1,129900.0,0.59,0.23,0,4,3.0,4.6,0
SYNTHETIC,SYN_CRM_0163,SYN_ATM_0650,7,1,129900.0,10.6,0.55,5,32,1.7,43.6,0
SYNTHETIC,SYN_CRM_0163,SYN_ATM_0651,7,1,129900.0,13.07,0.25,2,8,0.8,15.4,0
SYNTHETIC,SYN_CRM_0163,SYN_ATM_0652,7,1,129900.0,1.03,0.45,10,26,6.1,42.4,1
SYNTHETIC,SYN_CRM_0164,SYN_ATM_0653,15,4,10500.0,0.75,0.56,7,36,4.3,40.3,1
SYNTHETIC,SYN_CRM_0164,SYN_ATM_0654,15,4,10500.0,6.24,0.73,4,24,3.0,41.7,0
SYNTHETIC,SYN_CRM_0164,SYN_ATM_0655,15,4,10500.0,11.94,0.37,1,7,1.0,13.5,0
SYNTHETIC,SYN_CRM_0164,SYN_ATM_0656,15,4,10500.0,0.79,0.08,0,7,1.8,7.7,0
SYNTHETIC,SYN_CRM_0165,SYN_ATM_0657,14,1,71100.0,1.3,0.27,0,7,2.4,12.4,0
SYNTHETIC,SYN_CRM_0165,SYN_ATM_0658,14,1,71100.0,0.49,0.66,10,27,7.8,35.3,1
SYNTHETIC,SYN_CRM_0165,SYN_ATM_0659,14,1,71100.0,15.04,0.66,5,25,6.3,39.3,0
SYNTHETIC,SYN_CRM_0165,SYN_ATM_0660,14,1,71100.0,4.0,0.43,5,18,5.8,29.7,0
SYNTHETIC,SYN_CRM_0166,SYN_ATM_0661,20,0,170700.0,5.19,0.6,4,21,7.6,29.9,0
SYNTHETIC,SYN_CRM_0166,SYN_ATM_0662,20,0,170700.0,2.16,0.71,7,31,9.4,54.1,1
SYNTHETIC,SYN_CRM_0166,SYN_ATM_0663,20,0,170700.0,6.77,0.74,5,16,4.9,31.7,0
SYNTHETIC,SYN_CRM_0166,SYN_ATM_0664,20,0,170700.0,1.25,0.16,1,8,1.8,10.4,0
SYNTHETIC,SYN_CRM_0167,SYN_ATM_0665,16,3,169900.0,4.53,0.3,6,24,4.1,33.2,0
SYNTHETIC,SYN_CRM_0167,SYN_ATM_0666,16,3,169900.0,1.11,0.51,6,37,6.3,47.0,1
SYNTHETIC,SYN_CRM_0167,SYN_ATM_0667,16,3,169900.0,8.7,0.19,0,6,0.2,7.7,0
SYNTHETIC,SYN_CRM_0167,SYN_ATM_0668,16,3,169900.0,6.48,0.51,1,15,3.9,24.6,0
SYNTHETIC,SYN_CRM_0168,SYN_ATM_0669,19,1,408700.0,2.18,0.25,1,3,4.4,9.3,0
SYNTHETIC,SYN_CRM_0168,SYN_ATM_0670,19,1,408700.0,5.06,0.24,2,8,0.9,18.0,0
